premise	hypothesis	entailment	reasoning_type	function_name	g_id	answer	correct
John is sprinting.	John is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
John is sprinting.	John is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
John is sprinting.	John is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
John is jumping.	John is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
John is jumping.	John is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
John is jumping.	John is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
John is jumping.	John is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
John is jumping.	John is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
John is jumping.	John is not moving.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
John is jumping.	John is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
John is jumping.	John is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
John is jumping.	John is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
John is swimming.	John is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
John is swimming.	John is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
John is swimming.	John is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
John is swimming.	John is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
John is swimming.	John is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
John is swimming.	John is not moving.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
John is swimming.	John is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
John is swimming.	John is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
John is swimming.	John is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
John is running.	John is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
John is running.	John is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
John is running.	John is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
John is running.	John is not in motion.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
John is running.	John is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
John is running.	John is not moving.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
John is running.	John is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
John is running.	John is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
John is running.	John is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is walking.	Jane is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Jane is walking.	Jane is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is walking.	Jane is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is walking.	Jane is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Jane is walking.	Jane is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Jane is walking.	Jane is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Jane is walking.	Jane is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Jane is walking.	Jane is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is walking.	Jane is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is jogging.	Jane is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Jane is jogging.	Jane is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is jogging.	Jane is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is jogging.	Jane is not in motion.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Jane is jogging.	Jane is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Jane is jogging.	Jane is not moving.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Jane is jogging.	Jane is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Jane is jogging.	Jane is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is jogging.	Jane is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is sprinting.	Jane is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Jane is sprinting.	Jane is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is sprinting.	Jane is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is sprinting.	Jane is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Jane is sprinting.	Jane is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Jane is sprinting.	Jane is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Jane is sprinting.	Jane is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Jane is sprinting.	Jane is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is sprinting.	Jane is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is jumping.	Jane is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Jane is jumping.	Jane is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is jumping.	Jane is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is jumping.	Jane is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Jane is jumping.	Jane is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Jane is jumping.	Jane is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Jane is jumping.	Jane is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Jane is jumping.	Jane is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is jumping.	Jane is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is swimming.	Jane is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Jane is swimming.	Jane is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is swimming.	Jane is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is swimming.	Jane is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Jane is swimming.	Jane is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Jane is swimming.	Jane is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Jane is swimming.	Jane is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Jane is swimming.	Jane is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is swimming.	Jane is brainstorming.	neutral	motion	motion_one_hop_jerund	2	neutral	1
Jane is running.	Jane is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Jane is running.	Jane is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is running.	Jane is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Jane is running.	Jane is not in motion.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Jane is running.	Jane is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Jane is running.	Jane is not moving.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Jane is running.	Jane is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Jane is running.	Jane is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Jane is running.	Jane is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is walking.	Tom is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Tom is walking.	Tom is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is walking.	Tom is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is walking.	Tom is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is walking.	Tom is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Tom is walking.	Tom is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is walking.	Tom is thinking.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is walking.	Tom is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is walking.	Tom is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is jogging.	Tom is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Tom is jogging.	Tom is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is jogging.	Tom is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is jogging.	Tom is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is jogging.	Tom is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Tom is jogging.	Tom is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is jogging.	Tom is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Tom is jogging.	Tom is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is jogging.	Tom is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is sprinting.	Tom is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Tom is sprinting.	Tom is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is sprinting.	Tom is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is sprinting.	Tom is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is sprinting.	Tom is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Tom is sprinting.	Tom is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is sprinting.	Tom is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Tom is sprinting.	Tom is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is sprinting.	Tom is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is jumping.	Tom is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Tom is jumping.	Tom is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is jumping.	Tom is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is jumping.	Tom is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is jumping.	Tom is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Tom is jumping.	Tom is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is jumping.	Tom is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Tom is jumping.	Tom is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is jumping.	Tom is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is swimming.	Tom is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Tom is swimming.	Tom is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is swimming.	Tom is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is swimming.	Tom is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is swimming.	Tom is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Tom is swimming.	Tom is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is swimming.	Tom is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Tom is swimming.	Tom is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is swimming.	Tom is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is running.	Tom is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Tom is running.	Tom is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is running.	Tom is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Tom is running.	Tom is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is running.	Tom is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Tom is running.	Tom is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Tom is running.	Tom is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Tom is running.	Tom is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Tom is running.	Tom is brainstorming.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Alice is walking.	Alice is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Alice is walking.	Alice is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is walking.	Alice is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is walking.	Alice is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is walking.	Alice is stationary.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is walking.	Alice is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is walking.	Alice is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Alice is walking.	Alice is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Alice is walking.	Alice is brainstorming.	neutral	motion	motion_one_hop_jerund	2	neutral	1
Alice is jogging.	Alice is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Alice is jogging.	Alice is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is jogging.	Alice is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is jogging.	Alice is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is jogging.	Alice is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Alice is jogging.	Alice is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is jogging.	Alice is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Alice is jogging.	Alice is ruminating.	neutral	motion	motion_one_hop_jerund	2	contradiction	0
Alice is jogging.	Alice is brainstorming.	neutral	motion	motion_one_hop_jerund	2	neutral	1
Alice is sprinting.	Alice is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Alice is sprinting.	Alice is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is sprinting.	Alice is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is sprinting.	Alice is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is sprinting.	Alice is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Alice is sprinting.	Alice is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is sprinting.	Alice is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Alice is sprinting.	Alice is ruminating.	neutral	motion	motion_one_hop_jerund	2	neutral	1
Alice is sprinting.	Alice is brainstorming.	neutral	motion	motion_one_hop_jerund	2	neutral	1
Alice is jumping.	Alice is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Alice is jumping.	Alice is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is jumping.	Alice is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is jumping.	Alice is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is jumping.	Alice is stationary.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is jumping.	Alice is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is jumping.	Alice is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Alice is jumping.	Alice is ruminating.	neutral	motion	motion_one_hop_jerund	2	neutral	1
Alice is jumping.	Alice is brainstorming.	neutral	motion	motion_one_hop_jerund	2	neutral	1
Alice is swimming.	Alice is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Alice is swimming.	Alice is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is swimming.	Alice is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is swimming.	Alice is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is swimming.	Alice is stationary.	contradiction	motion	motion_one_hop_jerund	1	contradiction	1
Alice is swimming.	Alice is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is swimming.	Alice is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Alice is swimming.	Alice is ruminating.	neutral	motion	motion_one_hop_jerund	2	neutral	1
Alice is swimming.	Alice is brainstorming.	neutral	motion	motion_one_hop_jerund	2	neutral	1
Alice is running.	Alice is not stationary.	entailment	motion	motion_one_hop_jerund	0	neutral	0
Alice is running.	Alice is moving.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is running.	Alice is in motion.	entailment	motion	motion_one_hop_jerund	0	entailment	1
Alice is running.	Alice is not in motion.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is running.	Alice is stationary.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is running.	Alice is not moving.	contradiction	motion	motion_one_hop_jerund	1	neutral	0
Alice is running.	Alice is thinking.	neutral	motion	motion_one_hop_jerund	2	entailment	0
Alice is running.	Alice is ruminating.	neutral	motion	motion_one_hop_jerund	2	neutral	1
Alice is running.	Alice is brainstorming.	neutral	motion	motion_one_hop_jerund	2	neutral	1
John is not in motion.	John is stationary.	entailment	motion	non_motion_one_hop	0	contradiction	0
John is not in motion.	John is not moving.	entailment	motion	non_motion_one_hop	0	contradiction	0
John is not in motion.	John is not stationary.	contradiction	motion	non_motion_one_hop	1	neutral	0
John is not in motion.	John is moving.	contradiction	motion	non_motion_one_hop	1	contradiction	1
John is not in motion.	John is in motion.	contradiction	motion	non_motion_one_hop	1	contradiction	1
John is not in motion.	John is thinking.	neutral	motion	non_motion_one_hop	2	contradiction	0
John is not in motion.	John is ruminating.	neutral	motion	non_motion_one_hop	2	contradiction	0
